date,customer_id,product_id,product_name,category,region,channel,units_sold,unit_price,discount,cost,customer_age,customer_tenure_months,num_complaints,last_purchase_days_ago,churned,stock_on_hand,reorder_point,sales_amount,profit
2025-02-21,1148,2016,Desk,Sports,North,Online,48,317.59,0.01,141.8,32,17,4,20,1,92,26,15091.88,8285.48
2025-02-22,1011,2054,TV,Sports,South,Retail,29,101.51,0.2,35.55,30,11,3,53,0,62,81,2355.03,1324.08
2025-02-23,1254,2095,Laptop,Food,West,Retail,13,260.01,0.28,140.06,57,53,0,206,0,265,77,2433.69,612.91
2025-02-24,1330,2089,Bread,Clothing,Central,Retail,3,269.26,0.07,115.86,44,50,2,219,1,205,97,751.24,403.66
2025-02-25,1360,2077,Bread,Furniture,West,Online,2,439.34,0.21,175.41,38,8,2,195,0,79,92,694.16,343.34
2025-02-26,1038,2070,Chair,Sports,Central,Retail,16,236.62,0.29,134.4,19,62,0,305,0,36,27,2688.0,537.6
2025-02-27,1134,2044,Desk,Electronics,North,Retail,30,146.93,0.29,10.12,25,29,4,195,0,10,83,3129.61,2826.01
2025-02-28,1200,2073,Dumbbell,Sports,Central,Retail,38,123.17,0.07,298.23,59,44,0,345,0,114,27,4352.83,-6979.91
2025-03-01,1023,2045,Bread,Clothing,South,Retail,6,438.38,0.03,165.34,24,45,0,82,0,89,22,2551.37,1559.33
2025-03-02,1303,2056,Phone,Clothing,Central,Wholesale,45,93.8,0.04,144.72,27,29,2,1,0,231,77,4052.16,-2460.24
2025-03-03,1346,2084,Dumbbell,Furniture,East,Retail,7,218.68,0.21,286.61,21,59,2,167,0,18,51,1209.3,-796.97
2025-03-04,1302,2082,Shoe,Food,South,Online,5,101.71,0.22,50.98,60,15,2,317,0,51,87,396.67,141.77
2025-03-05,1363,2057,Shoe,Furniture,North,Retail,7,388.92,0.2,60.83,58,70,3,183,1,373,68,2177.95,1752.14
2025-03-06,1396,2021,TV,Sports,South,Retail,34,242.44,0.1,243.36,53,44,3,350,0,273,57,7418.66,-855.58
2025-03-07,1218,2068,Dumbbell,Electronics,East,Wholesale,32,182.06,0.05,81.95,52,36,1,273,0,93,21,5534.62,2912.22
2025-03-08,1141,2050,Phone,Furniture,North,Retail,49,186.94,0.17,240.77,60,57,3,157,0,31,28,7602.85,-4194.88
2025-03-09,1104,2033,TV,Food,West,Wholesale,13,427.58,0.15,85.1,20,64,4,362,0,150,65,4724.76,3618.46
2025-03-10,1446,2091,Chair,Furniture,East,Online,30,281.35,0.22,14.79,35,38,4,201,0,139,84,6583.59,6139.89
2025-03-11,1210,2007,Dumbbell,Clothing,North,Wholesale,25,361.76,0.13,157.52,68,17,2,192,0,57,68,7868.28,3930.28
2025-03-12,1473,2070,Desk,Sports,Central,Retail,21,449.55,0.1,63.02,63,27,0,341,0,460,94,8496.5,7173.08
2025-03-13,1481,2015,Shoe,Sports,South,Online,21,451.85,0.09,228.56,60,17,2,299,0,20,48,8634.85,3835.09
2025-03-14,1111,2082,Shoe,Sports,North,Retail,28,170.97,0.06,194.15,41,63,0,76,0,148,48,4499.93,-936.27
2025-03-15,1104,2032,Shirt,Sports,South,Wholesale,48,476.7,0.08,277.46,49,11,2,140,0,220,52,21051.07,7732.99
2025-03-16,1316,2075,TV,Sports,Central,Online,20,22.19,0.03,235.98,51,64,2,306,1,220,47,430.49,-4289.11
2025-03-17,1171,2020,Laptop,Sports,North,Online,34,194.65,0.1,58.33,19,39,4,196,0,241,45,5956.29,3973.07
2025-03-18,1460,2088,Laptop,Electronics,West,Wholesale,5,448.94,0.01,241.05,19,2,0,61,0,218,48,2222.25,1017.0
2025-03-19,1492,2015,TV,Food,East,Wholesale,18,144.57,0.06,194.31,27,66,1,360,0,28,30,2446.12,-1051.46
2025-03-20,1356,2048,Desk,Sports,North,Online,39,143.81,0.22,202.34,40,54,1,307,0,462,53,4374.7,-3516.56
2025-03-21,1496,2071,Rice,Food,Central,Online,43,158.28,0.1,250.52,32,29,2,333,0,46,67,6125.44,-4646.92
2025-03-22,1324,2021,TV,Sports,North,Wholesale,11,310.03,0.2,174.28,29,45,2,354,0,395,46,2728.26,811.18
2025-03-23,1133,2042,Desk,Furniture,South,Retail,17,224.78,0.22,142.47,60,31,4,83,0,57,91,2980.58,558.59
2025-03-24,1376,2026,Chair,Sports,North,Online,48,366.1,0.17,192.81,34,49,0,334,1,424,59,14585.42,5330.54
2025-03-25,1293,2014,Shoe,Clothing,West,Wholesale,45,448.51,0.29,92.9,35,9,2,5,1,274,50,14329.89,10149.39
2025-03-26,1328,2057,Phone,Electronics,North,Retail,22,340.36,0.01,58.87,31,27,1,219,0,139,84,7413.04,6117.9
2025-03-27,1127,2037,Rice,Furniture,East,Online,37,110.19,0.22,186.89,34,56,0,254,1,22,58,3180.08,-3734.85
2025-03-28,1106,2058,Dumbbell,Furniture,North,Online,20,467.01,0.29,73.99,32,45,2,88,0,388,43,6631.54,5151.74
2025-03-29,1497,2021,Rice,Clothing,South,Wholesale,48,139.6,0.26,28.57,29,43,0,209,0,377,87,4958.59,3587.23
2025-03-30,1092,2082,Phone,Sports,North,Retail,48,83.45,0.05,5.16,33,22,4,180,0,409,42,3805.32,3557.64
2025-03-31,1287,2069,Shirt,Electronics,West,Online,48,54.08,0.1,184.45,49,33,1,208,0,372,80,2336.26,-6517.34
2025-04-01,1378,2003,Shoe,Furniture,Central,Retail,46,286.06,0.05,111.83,40,27,0,273,1,62,46,12500.82,7356.64
2025-04-02,1393,2087,Laptop,Electronics,North,Retail,6,65.74,0.18,226.93,55,40,1,65,1,51,35,323.44,-1038.14
2025-04-03,1051,2090,Desk,Furniture,North,Online,34,78.0,0.21,115.68,51,26,2,21,1,265,64,2095.08,-1838.04
2025-04-04,1029,2037,TV,Sports,East,Retail,14,157.01,0.1,148.37,51,45,3,177,0,341,46,1978.33,-98.85
2025-04-05,1462,2088,TV,Furniture,West,Online,48,148.01,0.16,125.09,33,45,0,363,0,166,92,5967.76,-36.56
2025-04-06,1296,2049,Laptop,Furniture,Central,Retail,23,306.08,0.21,196.92,51,26,1,22,0,150,24,5561.47,1032.31
2025-04-07,1297,2019,Rice,Food,South,Online,20,410.21,0.13,110.06,57,70,0,325,0,10,78,7137.65,4936.45
2025-04-08,1214,2089,Shoe,Sports,North,Wholesale,13,383.06,0.26,289.31,24,67,2,36,0,475,91,3685.04,-75.99
2025-04-09,1267,2085,Bread,Clothing,Central,Online,47,138.62,0.23,281.16,50,6,2,250,0,94,54,5016.66,-8197.86
2025-04-10,1407,2012,Desk,Clothing,South,Online,44,130.2,0.02,255.17,21,28,1,149,0,71,89,5614.22,-5613.26
2025-04-11,1257,2061,Chair,Sports,West,Online,41,483.24,0.19,276.49,60,67,4,73,0,383,65,16048.4,4712.31
2025-04-12,1302,2041,Phone,Clothing,West,Retail,32,14.04,0.07,137.5,69,13,0,91,0,486,75,417.83,-3982.17
2025-04-13,1101,2033,Rice,Sports,Central,Wholesale,26,441.06,0.17,163.25,24,63,0,176,0,47,43,9518.07,5273.57
2025-04-14,1405,2050,Dumbbell,Clothing,South,Retail,14,107.87,0.29,223.92,35,13,2,126,1,347,29,1072.23,-2062.65
2025-04-15,1346,2068,Shirt,Food,West,Retail,36,474.17,0.26,210.36,21,1,0,204,0,271,98,12631.89,5058.93
2025-04-16,1110,2071,TV,Clothing,Central,Online,8,177.73,0.12,267.75,66,40,1,246,0,429,57,1251.22,-890.78
2025-04-17,1420,2086,Rice,Furniture,West,Retail,40,225.77,0.09,216.32,28,37,3,99,1,430,89,8218.03,-434.77
2025-04-18,1182,2033,Shirt,Sports,West,Online,22,356.49,0.07,299.38,60,31,2,271,1,499,67,7293.79,707.43
2025-04-19,1471,2081,Phone,Electronics,West,Wholesale,22,297.96,0.16,107.81,37,17,3,44,0,94,28,5506.3,3134.48
2025-04-20,1313,2024,TV,Electronics,East,Retail,16,165.79,0.03,250.73,28,9,0,222,0,232,69,2573.06,-1438.62
2025-04-21,1001,2061,TV,Sports,South,Retail,27,281.38,0.16,210.8,32,64,4,97,0,47,88,6381.7,690.1
2025-04-22,1319,2061,Bread,Food,Central,Retail,10,368.05,0.0,208.96,63,57,1,36,1,207,67,3680.5,1590.9
2025-04-23,1438,2098,Rice,Clothing,Central,Online,25,30.74,0.1,101.12,34,13,0,168,1,452,58,691.65,-1836.35
2025-04-24,1055,2028,Shoe,Food,South,Online,31,15.49,0.07,236.75,51,37,1,30,0,226,24,446.58,-6892.67
2025-04-25,1371,2058,Laptop,Electronics,South,Retail,21,234.45,0.29,270.61,67,14,0,282,0,408,30,3495.65,-2187.16
2025-04-26,1424,2043,Laptop,Sports,South,Retail,27,74.6,0.22,69.47,65,25,0,85,0,76,79,1571.08,-304.61
2025-04-27,1399,2041,Chair,Sports,South,Wholesale,17,335.53,0.1,189.52,29,57,0,357,0,348,46,5133.61,1911.77
2025-04-28,1149,2039,Dumbbell,Food,North,Wholesale,33,114.89,0.03,120.68,59,71,2,121,0,218,26,3677.63,-304.81
2025-04-29,1431,2086,Shirt,Food,Central,Wholesale,31,222.1,0.16,296.92,45,42,3,287,0,359,79,5783.48,-3421.04
2025-04-30,1457,2049,Rice,Clothing,North,Wholesale,42,106.86,0.06,146.26,65,42,4,248,1,80,69,4218.83,-1924.09
2025-05-01,1309,2017,Desk,Furniture,West,Wholesale,26,278.76,0.16,72.35,52,47,3,184,0,36,86,6088.12,4207.02
2025-05-02,1137,2098,Dumbbell,Furniture,West,Online,21,66.87,0.25,117.65,25,44,3,253,0,101,88,1053.2,-1417.45
2025-05-03,1202,2070,Bread,Clothing,Central,Wholesale,36,21.32,0.18,197.88,44,41,1,273,0,190,74,629.37,-6494.31
2025-05-04,1436,2070,TV,Furniture,West,Wholesale,1,35.05,0.19,27.45,39,3,2,209,0,28,96,28.39,0.94
2025-05-05,1313,2098,Shoe,Electronics,South,Retail,4,477.59,0.16,183.06,41,1,2,354,0,313,35,1604.7,872.46
2025-05-06,1117,2065,Rice,Furniture,North,Online,4,79.72,0.28,279.71,19,11,0,24,1,252,31,229.59,-889.25
2025-05-07,1154,2074,Dumbbell,Clothing,South,Wholesale,26,357.15,0.28,255.86,48,7,3,122,0,250,46,6685.85,33.49
2025-05-08,1425,2085,Dumbbell,Furniture,West,Wholesale,4,43.28,0.15,24.96,39,12,4,225,0,225,52,147.15,47.31
2025-05-09,1291,2005,Shoe,Sports,North,Wholesale,49,63.0,0.09,298.05,18,38,1,123,1,93,98,2809.17,-11795.28
2025-05-10,1063,2002,Chair,Food,South,Retail,9,259.35,0.14,211.12,31,54,2,294,0,414,74,2007.37,107.29
2025-05-11,1244,2022,Shirt,Electronics,Central,Retail,30,237.79,0.06,52.87,42,67,0,173,1,85,71,6705.68,5119.58
2025-05-12,1025,2057,Shirt,Sports,South,Retail,45,476.27,0.19,8.66,53,53,4,143,1,109,56,17360.04,16970.34
2025-05-13,1090,2066,Dumbbell,Sports,West,Wholesale,4,472.97,0.15,55.53,53,32,3,169,1,216,34,1608.1,1385.98
2025-05-14,1075,2074,Phone,Clothing,North,Retail,5,392.01,0.03,252.26,58,45,4,57,0,195,84,1901.25,639.95
2025-05-15,1294,2098,Dumbbell,Food,Central,Wholesale,45,305.03,0.06,11.38,20,51,2,42,0,482,87,12902.77,12390.67
2025-05-16,1386,2016,Dumbbell,Food,North,Online,23,232.93,0.14,73.78,22,37,1,309,1,296,22,4607.36,2910.42
2025-05-17,1391,2051,Shoe,Electronics,Central,Wholesale,16,184.53,0.27,228.41,18,59,3,119,0,433,91,2155.31,-1499.25
2025-05-18,1210,2039,TV,Clothing,North,Retail,22,474.07,0.17,177.9,36,54,1,121,0,43,24,8656.52,4742.72
2025-05-19,1475,2086,Shoe,Electronics,West,Online,37,305.43,0.2,235.91,50,18,4,312,1,392,28,9040.73,312.06
2025-05-20,1418,2076,Rice,Furniture,Central,Wholesale,8,293.75,0.1,225.11,59,1,4,251,0,442,20,2115.0,314.12
2025-05-21,1347,2088,Dumbbell,Sports,East,Online,48,123.63,0.17,19.93,47,21,0,343,0,89,49,4925.42,3968.78
2025-05-22,1017,2040,Shirt,Electronics,North,Online,33,32.88,0.13,268.29,29,28,3,332,1,474,90,943.98,-7909.59
2025-05-23,1128,2038,Desk,Sports,North,Online,38,473.14,0.2,71.97,27,16,4,341,1,154,39,14383.46,11648.6
2025-05-24,1427,2060,Shirt,Clothing,South,Wholesale,43,163.73,0.02,168.25,51,48,2,341,0,465,46,6899.58,-335.17
2025-05-25,1443,2059,Laptop,Furniture,Central,Retail,16,226.87,0.15,195.07,33,28,2,337,0,477,82,3085.43,-35.69
2025-05-26,1364,2010,Chair,Clothing,East,Wholesale,5,66.17,0.09,54.75,57,22,1,182,0,108,94,301.07,27.32
2025-05-27,1251,2099,Bread,Furniture,West,Retail,16,420.09,0.1,292.99,63,1,2,165,0,58,50,6049.3,1361.46
2025-05-28,1179,2064,Rice,Furniture,South,Wholesale,7,23.54,0.29,149.01,46,42,4,264,0,109,38,116.99,-926.08
2025-05-29,1182,2063,Rice,Sports,East,Wholesale,1,418.66,0.05,22.0,32,70,2,210,0,478,98,397.73,375.73
2025-05-30,1152,2049,Chair,Clothing,Central,Wholesale,9,78.74,0.09,281.49,65,3,3,11,0,105,81,644.88,-1888.53
2025-05-31,1025,2064,Desk,Clothing,East,Retail,18,444.42,0.15,177.95,28,44,1,182,0,386,26,6799.63,3596.53
2025-06-01,1455,2032,Bread,Electronics,North,Wholesale,45,367.59,0.26,211.26,61,27,3,251,1,220,56,12240.75,2734.05
2025-06-02,1180,2007,TV,Clothing,North,Online,47,90.69,0.13,159.93,51,51,4,138,0,262,90,3708.31,-3808.4
2025-06-03,1198,2021,Dumbbell,Electronics,South,Wholesale,3,287.25,0.22,251.25,53,24,4,218,0,81,95,672.17,-81.58
2025-06-04,1344,2020,Bread,Food,Central,Online,24,163.2,0.26,14.77,47,20,2,239,0,271,27,2898.43,2543.95
2025-06-05,1161,2026,Desk,Food,Central,Retail,28,97.33,0.09,84.17,52,32,0,337,1,48,76,2479.97,123.21
2025-06-06,1177,2068,Phone,Food,East,Retail,10,431.0,0.12,143.55,26,13,0,87,0,376,47,3792.8,2357.3
2025-06-07,1285,2086,Laptop,Clothing,South,Wholesale,9,207.73,0.11,27.6,35,43,4,298,0,31,36,1663.92,1415.52
2025-06-08,1063,2015,Bread,Clothing,Central,Wholesale,13,205.29,0.25,213.24,36,20,4,293,0,485,30,2001.58,-770.54
2025-06-09,1491,2085,Bread,Electronics,North,Wholesale,48,93.24,0.01,121.13,56,2,1,92,0,88,34,4430.76,-1383.48
2025-06-10,1150,2079,Laptop,Furniture,East,Online,35,197.7,0.09,85.44,21,68,4,208,1,427,49,6296.74,3306.34
2025-06-11,1154,2086,Dumbbell,Electronics,West,Retail,23,437.09,0.2,6.0,23,60,4,204,1,479,25,8042.46,7904.46
2025-06-12,1156,2092,Bread,Food,North,Online,47,187.93,0.17,217.35,68,4,1,186,0,18,31,7331.15,-2884.3
2025-06-13,1370,2014,Laptop,Electronics,South,Online,17,476.29,0.13,250.97,50,17,3,85,0,2,80,7044.33,2777.84
2025-06-14,1469,2027,Laptop,Furniture,Central,Wholesale,46,473.69,0.16,121.54,49,1,3,315,1,377,55,18303.38,12712.54
2025-06-15,1049,2040,Laptop,Clothing,North,Wholesale,7,81.0,0.06,171.44,33,33,1,152,1,59,54,532.98,-667.1
2025-06-16,1455,2058,Shoe,Electronics,West,Online,16,96.88,0.13,72.17,28,30,1,156,0,418,86,1348.57,193.85
2025-06-17,1337,2028,Desk,Food,West,Online,40,432.71,0.15,188.55,39,5,3,293,0,241,98,14712.14,7170.14
2025-06-18,1084,2026,Shoe,Food,South,Wholesale,36,202.45,0.27,8.58,53,12,3,21,0,28,96,5320.39,5011.51
2025-06-19,1361,2063,Phone,Clothing,North,Wholesale,20,12.14,0.08,149.15,67,32,3,161,0,74,82,223.38,-2759.62
2025-06-20,1177,2066,TV,Electronics,East,Online,24,144.2,0.26,195.04,40,38,3,339,0,69,59,2560.99,-2119.97
2025-06-21,1148,2025,Shoe,Furniture,North,Wholesale,47,302.84,0.19,275.87,43,17,2,156,1,82,50,11529.12,-1436.77
2025-06-22,1118,2003,Shoe,Clothing,West,Wholesale,5,401.64,0.01,117.49,48,58,1,143,1,356,56,1988.12,1400.67
2025-06-23,1342,2072,Desk,Electronics,South,Online,45,75.36,0.22,230.73,46,40,0,257,1,172,24,2645.14,-7737.71
2025-06-24,1476,2044,TV,Sports,South,Online,6,64.17,0.01,181.32,22,24,2,107,0,410,23,381.17,-706.75
2025-06-25,1063,2097,Chair,Food,East,Retail,28,461.83,0.3,278.47,55,12,0,284,0,196,45,9051.87,1254.71
2025-06-26,1189,2042,Laptop,Furniture,South,Online,5,378.06,0.26,122.52,42,19,0,50,0,345,43,1398.82,786.22
2025-06-27,1360,2099,Rice,Furniture,South,Wholesale,49,298.99,0.09,99.13,51,29,4,35,0,418,58,13331.96,8474.59
2025-06-28,1049,2006,TV,Furniture,South,Online,39,386.9,0.08,266.71,29,52,1,224,1,146,75,13881.97,3480.28
2025-06-29,1327,2039,Phone,Food,South,Online,38,220.14,0.11,19.53,39,17,2,156,0,272,73,7445.13,6702.99
2025-06-30,1257,2052,Dumbbell,Electronics,South,Online,2,381.64,0.11,45.23,26,21,1,191,1,34,57,679.32,588.86
2025-07-01,1224,2023,Phone,Clothing,West,Retail,43,192.18,0.11,29.31,37,60,3,184,0,494,73,7354.73,6094.4
2025-07-02,1141,2089,Laptop,Electronics,North,Retail,39,129.61,0.1,253.72,46,20,1,237,0,112,38,4549.31,-5345.77
2025-07-03,1478,2050,TV,Clothing,Central,Wholesale,21,367.22,0.19,8.13,61,53,0,297,0,460,45,6246.41,6075.68
2025-07-04,1215,2043,Phone,Furniture,South,Retail,40,215.64,0.05,259.19,46,63,3,323,0,205,71,8194.32,-2173.28
2025-07-05,1435,2019,Phone,Electronics,Central,Online,37,490.87,0.25,138.12,62,57,1,304,0,157,94,13621.64,8511.2
2025-07-06,1379,2069,Chair,Furniture,Central,Retail,18,181.25,0.24,6.19,44,29,1,342,0,252,80,2479.5,2368.08
2025-07-07,1440,2051,Chair,Sports,West,Online,48,461.65,0.14,123.49,34,1,0,58,0,121,86,19056.91,13129.39
2025-07-08,1211,2011,TV,Furniture,South,Retail,46,467.15,0.26,60.11,22,59,3,39,1,47,41,15901.79,13136.73
2025-07-09,1318,2012,Laptop,Furniture,Central,Retail,12,128.51,0.07,189.2,69,64,0,241,1,184,36,1434.17,-836.23
2025-07-10,1032,2074,Shoe,Clothing,South,Retail,17,401.13,0.01,205.41,62,71,1,25,1,490,30,6751.02,3259.05
2025-07-11,1158,2008,Shirt,Sports,East,Online,37,222.21,0.19,148.82,30,44,2,316,1,272,58,6659.63,1153.29
2025-07-12,1285,2024,Bread,Furniture,East,Retail,46,459.59,0.14,16.95,59,48,2,117,1,100,80,18181.38,17401.68
2025-07-13,1305,2092,Rice,Furniture,East,Online,38,230.56,0.17,198.56,32,15,4,342,0,14,68,7271.86,-273.42
2025-07-14,1429,2041,Bread,Sports,Central,Online,15,374.71,0.27,253.4,32,35,2,240,0,127,80,4103.07,302.07
2025-07-15,1477,2036,Desk,Sports,East,Wholesale,7,238.81,0.29,217.5,35,23,3,175,0,209,31,1186.89,-335.61
2025-07-16,1286,2085,Chair,Electronics,West,Retail,14,121.62,0.19,249.84,67,53,4,340,1,111,32,1379.17,-2118.59
2025-07-17,1144,2072,TV,Clothing,West,Wholesale,1,107.68,0.23,64.15,19,45,3,228,0,269,77,82.91,18.76
2025-07-18,1424,2055,Bread,Sports,Central,Wholesale,38,218.46,0.03,267.22,40,13,2,253,0,141,30,8052.44,-2101.92
2025-07-19,1019,2009,Laptop,Sports,South,Online,3,380.19,0.05,100.05,60,34,2,111,1,172,83,1083.54,783.39
2025-07-20,1018,2047,Rice,Food,North,Retail,37,306.49,0.22,8.95,30,38,1,241,0,352,50,8845.3,8514.15
2025-07-21,1257,2015,Bread,Sports,South,Online,44,347.43,0.13,253.8,60,70,3,224,1,165,30,13299.62,2132.42
2025-07-22,1078,2048,Rice,Clothing,South,Online,31,148.34,0.13,282.84,21,68,0,298,0,446,62,4000.73,-4767.31
2025-07-23,1371,2082,Dumbbell,Furniture,South,Retail,43,245.9,0.09,198.39,64,5,1,52,0,118,55,9622.07,1091.3
2025-07-24,1175,2042,Laptop,Furniture,South,Online,13,31.75,0.18,73.27,42,40,3,221,0,202,21,338.46,-614.05
2025-07-25,1498,2060,Shirt,Furniture,North,Retail,48,410.59,0.06,79.26,28,70,4,304,1,10,80,18525.82,14721.34
2025-07-26,1194,2084,Phone,Furniture,East,Retail,18,495.05,0.19,142.64,67,21,3,288,0,248,55,7217.83,4650.31
2025-07-27,1476,2070,Rice,Food,South,Online,17,209.37,0.05,269.86,65,28,4,152,1,303,97,3381.33,-1206.29
2025-07-28,1113,2012,Laptop,Sports,West,Online,17,15.37,0.02,49.13,59,3,4,118,1,247,68,256.06,-579.15
2025-07-29,1114,2002,Rice,Furniture,Central,Wholesale,11,93.2,0.1,248.66,29,23,2,279,0,153,46,922.68,-1812.58
2025-07-30,1222,2007,Rice,Electronics,Central,Online,20,329.74,0.07,90.93,30,19,0,135,0,322,31,6133.16,4314.56
2025-07-31,1166,2080,Shoe,Furniture,West,Retail,10,309.92,0.27,243.53,26,50,3,209,0,24,77,2262.42,-172.88
2025-08-01,1435,2003,Shoe,Sports,South,Wholesale,29,396.05,0.02,276.48,62,58,0,127,0,464,25,11255.74,3237.82
2025-08-02,1319,2003,Laptop,Furniture,North,Retail,48,134.4,0.05,131.11,55,20,4,293,0,444,63,6128.64,-164.64
2025-08-03,1132,2027,Shoe,Food,East,Wholesale,34,384.18,0.16,112.69,23,53,2,7,0,341,66,10972.18,7140.72
2025-08-04,1385,2040,Desk,Clothing,Central,Online,17,347.11,0.14,241.66,60,9,0,222,0,220,42,5074.75,966.53
2025-08-05,1264,2033,Shirt,Clothing,East,Online,42,168.18,0.01,161.2,68,4,1,77,1,109,93,6992.92,222.52
2025-08-06,1413,2092,TV,Sports,North,Online,13,277.29,0.0,206.91,60,41,4,338,0,409,95,3604.77,914.94
2025-08-07,1055,2001,Laptop,Clothing,Central,Retail,44,82.16,0.3,188.73,27,25,1,351,0,417,45,2530.53,-5773.59
2025-08-08,1359,2008,Laptop,Clothing,East,Wholesale,47,231.76,0.2,50.1,40,34,0,278,0,89,26,8714.18,6359.48
2025-08-09,1131,2032,Desk,Electronics,North,Retail,39,441.79,0.11,254.21,32,9,0,334,1,264,51,15334.53,5420.34
2025-08-10,1288,2048,Chair,Sports,East,Wholesale,27,216.38,0.14,62.75,62,13,0,338,0,39,52,5024.34,3330.09
2025-08-11,1266,2004,Chair,Sports,South,Online,26,421.39,0.08,280.02,40,9,3,227,0,458,39,10079.65,2799.13
2025-08-12,1458,2094,Shoe,Clothing,North,Retail,28,299.22,0.1,78.92,57,4,4,275,1,262,88,7540.34,5330.58
2025-08-13,1467,2070,TV,Clothing,East,Online,13,104.02,0.19,221.49,54,34,4,351,0,157,71,1095.33,-1784.04
2025-08-14,1366,2019,Shoe,Clothing,South,Retail,12,294.74,0.26,88.97,51,7,4,295,0,117,61,2617.29,1549.65
2025-08-15,1162,2032,Dumbbell,Food,South,Online,44,257.93,0.06,98.75,33,15,3,117,0,449,20,10667.98,6322.98
2025-08-16,1380,2009,Dumbbell,Furniture,North,Retail,28,205.33,0.25,96.45,62,38,0,292,1,255,82,4311.93,1611.33
2025-08-17,1481,2012,Phone,Food,West,Retail,2,68.62,0.04,225.63,68,52,0,271,0,413,26,131.75,-319.51
2025-08-18,1087,2011,Dumbbell,Sports,Central,Wholesale,37,214.19,0.06,169.26,58,7,1,157,0,195,77,7449.53,1186.91
2025-08-19,1055,2046,Chair,Electronics,North,Online,34,45.65,0.01,265.47,64,45,3,60,0,313,69,1536.58,-7489.4
2025-08-20,1476,2016,Shirt,Furniture,South,Wholesale,23,58.4,0.04,95.67,49,59,2,184,1,310,53,1289.47,-910.94
2025-08-21,1288,2001,Dumbbell,Electronics,South,Wholesale,45,213.8,0.28,209.14,55,21,3,144,0,13,70,6927.12,-2484.18
2025-08-22,1178,2063,Shoe,Sports,North,Online,29,159.64,0.14,227.12,57,28,1,161,0,460,29,3981.42,-2605.06
2025-08-23,1391,2021,Rice,Sports,West,Retail,35,463.52,0.02,49.69,63,3,1,89,0,117,45,15898.74,14159.59
2025-08-24,1349,2030,Laptop,Electronics,Central,Wholesale,11,194.1,0.29,123.17,22,14,1,16,0,216,51,1515.92,161.05
2025-08-25,1008,2013,Shirt,Electronics,East,Online,48,381.35,0.26,147.43,34,2,0,249,0,204,61,13545.55,6468.91
2025-08-26,1321,2034,Shirt,Electronics,North,Retail,33,269.82,0.23,109.93,39,29,2,98,0,76,81,6856.13,3228.44
2025-08-27,1313,2004,Shoe,Sports,Central,Wholesale,11,355.0,0.28,100.02,56,18,1,104,1,420,31,2811.6,1711.38
2025-08-28,1247,2028,Laptop,Clothing,Central,Wholesale,9,137.46,0.07,207.49,58,37,4,300,1,379,59,1150.54,-716.87
2025-08-29,1323,2095,Chair,Electronics,South,Wholesale,14,471.53,0.25,68.68,65,45,0,235,1,171,97,4951.07,3989.55
2025-08-30,1472,2059,Shirt,Furniture,East,Retail,9,269.74,0.21,214.27,35,45,2,307,0,389,53,1917.85,-10.58
2025-08-31,1471,2027,Phone,Sports,North,Wholesale,39,417.35,0.26,280.84,45,24,4,274,1,25,89,12044.72,1091.96
2025-09-01,1443,2069,Shoe,Food,South,Retail,48,188.87,0.24,171.73,30,46,2,261,0,127,46,6889.98,-1353.06
2025-09-02,1255,2025,Shirt,Food,South,Wholesale,3,59.1,0.1,185.37,67,12,2,239,0,373,27,159.57,-396.54
2025-09-03,1328,2003,TV,Furniture,West,Online,29,340.12,0.23,25.34,59,53,4,262,0,141,66,7594.88,6860.02
2025-09-04,1054,2097,Laptop,Clothing,Central,Wholesale,19,13.8,0.08,260.02,18,45,3,332,1,391,45,241.22,-4699.16
2025-09-05,1249,2068,Dumbbell,Electronics,North,Online,36,242.89,0.1,89.21,67,32,2,115,0,23,76,7869.64,4658.08
2025-09-06,1239,2025,Shirt,Sports,North,Online,32,104.47,0.03,186.44,36,18,3,268,1,469,26,3242.75,-2723.33
2025-09-07,1229,2020,Shoe,Electronics,North,Online,7,317.41,0.28,293.84,51,13,2,12,1,231,45,1599.75,-457.13
2025-09-08,1067,2034,Dumbbell,Sports,South,Retail,28,489.92,0.09,180.67,21,4,4,73,0,422,78,12483.16,7424.4
2025-09-09,1051,2026,Phone,Food,West,Online,44,237.56,0.16,218.79,60,23,2,362,1,176,88,8780.22,-846.54
2025-09-10,1097,2005,Dumbbell,Electronics,East,Wholesale,18,410.57,0.12,136.37,20,62,1,305,0,340,66,6503.43,4048.77
2025-09-11,1092,2099,TV,Furniture,South,Retail,5,258.81,0.29,22.81,58,54,1,178,0,234,54,918.78,804.73
2025-09-12,1495,2061,Chair,Clothing,East,Online,23,252.96,0.1,240.29,27,55,2,260,1,318,49,5236.27,-290.4
2025-09-13,1264,2092,Shirt,Furniture,West,Retail,22,465.91,0.23,15.32,45,69,4,259,0,25,69,7892.52,7555.48
2025-09-14,1418,2093,Bread,Clothing,Central,Retail,26,446.08,0.26,211.69,51,40,4,270,0,265,43,8582.58,3078.64
2025-09-15,1291,2009,Bread,Electronics,North,Retail,42,395.04,0.13,11.76,56,14,0,320,0,460,49,14434.76,13940.84
2025-09-16,1096,2050,Dumbbell,Electronics,East,Wholesale,12,155.17,0.11,259.38,64,28,4,120,0,361,73,1657.22,-1455.34
2025-09-17,1088,2006,Desk,Clothing,South,Online,40,277.05,0.22,51.5,36,71,3,169,0,116,86,8643.96,6583.96
